model,type,Dominant_Moving,Env1,Env2,Env3,Env4,Env5,Env6,Env7,Env8,Env9,Env10,Env11,Env12,Env13,Env14,Env15,Env16
847,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
847,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
848,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
848,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
849,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
849,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
850,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
850,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
851,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
851,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
852,train,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-99300.00000000131,-300.0000000000068,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
852,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
853,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.8,999.5,999.5,-99300.00000000131,-300.0000000000068,-99.9999999999986
853,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.8,999.5,999.5,-99300.00000000131,-300.0000000000068,-99.9999999999986
854,train,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986
854,target,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986
855,train,False,999.6,999.6,999.6,999.6,999.0,-99.9999999999986,-99.9999999999986,999.6,999.0,999.2,-99.9999999999986,999.5,999.5,999.1,999.1,999.6
855,target,False,999.6,999.6,999.6,999.6,999.0,-99.9999999999986,-99.9999999999986,999.6,999.0,999.2,-99.9999999999986,999.5,999.5,999.1,999.1,999.6
856,train,False,999.6,999.6,999.6,999.6,999.2,999.0,999.0,999.6,999.4,999.2,-99.9999999999986,998.7,998.7,998.7,998.7,999.6
856,target,False,999.6,999.6,999.6,999.6,999.2,999.0,999.0,999.6,999.4,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.5,998.5,999.6
857,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,999.5,999.5,998.1,999.5,999.6
857,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
858,train,False,999.4,999.6,999.4,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,999.6,999.0,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.9,998.5,999.6
858,target,False,999.2,999.4,999.2,999.2,998.9,-99.9999999999986,-99.9999999999986,999.2,999.6,999.0,-99.9999999999986,998.5,998.5,998.5,998.5,999.6
859,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.3,999.3,999.6
859,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6
860,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99800.00000000132,999.5,999.5,999.5,999.5,999.6
860,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,998.6,-50099.99999999911,999.5,999.5,999.5,999.5,999.6
861,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,999.2,999.6,999.6,999.2,-99.9999999999986,999.1,999.1,-99.9999999999986,-99.9999999999986,999.6
861,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,999.2,999.6,999.6,999.2,-99.9999999999986,998.7,998.7,-99.9999999999986,-99.9999999999986,999.6
862,train,False,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,999.2,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
862,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
863,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,-99.9999999999986,-99.9999999999986,999.6
863,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,-99.9999999999986,-99.9999999999986,999.6
864,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-100100.00000000132,999.5,999.5,-99.9999999999986,-99.9999999999986,999.6
864,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-100100.00000000132,999.5,999.5,-99.9999999999986,-99.9999999999986,999.6
865,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
865,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
866,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-100100.00000000132,999.5,999.5,-99.9999999999986,999.3,999.6
866,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-100100.00000000132,999.5,999.5,999.3,999.3,999.6
867,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
867,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
868,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
868,target,False,999.6,999.3,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
869,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.1,-100100.00000000132,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
869,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.1,-100100.00000000132,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
870,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
870,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
871,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
871,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
872,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-50099.99999999911,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
872,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-50099.99999999911,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
873,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-100100.00000000132,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
873,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
874,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,-100100.00000000132,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
874,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,-100100.00000000132,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
875,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-50099.99999999911,999.6,999.6,-99.9999999999986,-300.0000000000068,999.5,999.5,999.5,999.5,999.6
875,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-50099.99999999911,999.6,999.6,-99.9999999999986,-300.0000000000068,999.5,999.5,999.5,999.5,999.6
876,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-50099.99999999911,999.5,999.5,999.1,999.1,999.6
876,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-66799.9999999991,999.5,999.5,999.1,999.1,999.6
877,train,False,999.6,999.6,999.6,999.6,998.8,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-100100.00000000132,999.5,999.5,998.9,998.9,999.6
877,target,False,999.6,999.6,999.6,999.6,998.6,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-100100.00000000132,999.5,999.5,998.9,998.9,999.6
878,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.4,999.1,-99.9999999999986,999.5,999.5,998.9,998.9,999.6
878,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.4,999.1,-99.9999999999986,999.5,999.5,999.1,999.1,999.6
879,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,999.3,999.3,999.1,999.1,999.6
879,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-99.9999999999986,-99.9999999999986,999.3,999.3,999.1,999.1,999.6
880,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6
880,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6
881,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-50099.99999999911,999.5,999.5,999.1,999.1,999.6
881,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-50099.99999999911,999.5,999.5,999.1,999.1,999.6
882,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-100100.00000000132,999.5,999.5,998.9,998.9,999.6
882,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,998.9,998.9,999.6
883,train,False,999.6,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
883,target,False,999.6,-99.9999999999986,999.6,-99.9999999999986,998.7,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
884,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
884,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
885,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99900.00000000132,999.5,999.5,-99100.00000000127,-400.0000000000225,999.6
885,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,-199.9999999999944,-400.0000000000225,999.6
886,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,-99.9999999999986,999.3,999.6
886,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,-99.9999999999986,-99.9999999999986,999.6
887,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.0,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
887,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.0,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
888,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,999.2,-99.9999999999986,999.6,999.6,-99.9999999999986,-50099.99999999911,999.5,999.5,999.5,999.5,999.6
888,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,999.2,-12600.000000000227,999.6,999.6,-99.9999999999986,-50099.99999999911,999.5,999.5,999.5,999.5,999.6
889,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
889,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
890,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
890,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
891,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-199.99999999999432,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
891,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-199.99999999999432,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
892,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
892,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
893,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-100100.00000000132,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
893,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-100100.00000000132,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
894,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
894,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
895,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
895,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
896,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-199.99999999999432,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
896,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-199.99999999999432,999.6,999.6,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
897,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.0,-99.9999999999986,999.6,999.1,-99.9999999999986,999.3,999.3,999.3,999.3,999.6
897,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.0,-99.9999999999986,999.6,999.1,-99.9999999999986,999.3,999.3,999.3,999.3,999.6
898,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-100100.00000000132,999.5,999.5,999.1,999.1,999.6
898,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-100100.00000000132,999.5,999.5,999.3,999.1,999.6
899,train,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-99.9999999999986,999.5,999.3,999.5,999.3,999.6
899,target,False,999.6,-99.9999999999986,999.6,999.6,999.0,-99.9999999999986,-99.9999999999986,999.6,999.6,999.1,-99.9999999999986,999.3,999.3,999.3,999.3,999.6
900,train,False,999.6,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,999.6,999.6,999.1,-100100.00000000132,999.3,999.3,998.9,998.9,999.6
900,target,False,999.6,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,999.6,999.6,999.1,-100100.00000000132,999.3,999.3,998.9,998.9,999.6
901,train,False,-99.9999999999986,999.6,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,999.2,-99.9999999999986,999.6,998.9,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
901,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,999.2,999.2,-99.9999999999986,999.6,998.9,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
902,train,False,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.4,999.6,999.1,-100100.00000000132,999.5,999.5,999.3,999.3,999.6
902,target,False,999.6,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.4,999.6,999.1,-100100.00000000132,999.5,999.5,999.3,999.3,999.6
903,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,-99.9999999999986,-99.9999999999986,999.6,999.1,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
903,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.1,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
