experiment,reply_size,layers,tau,optimizer,advantage,max_steps,activation,batch_size,totalsteps,exploration,vanish,gamma,hidden_size,train_repeat,batch_norm,seed,rwrdschem,svision,nconv,cnnfilter,cnnsize,optimizer_lr,details,tr_count,tr_TR,tr_TT,tr_TS,ts_count,ts_TR,ts_TT,ts_TS,tr_s,ts_s,tr_AR,tr_AS,ts_AR,ts_AS,tr_SMD,tr_SM,tr_RMD,tr_RM,ts_SMD,ts_SM,ts_RMD,ts_RM
807,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,76854,76604994,109436,2000059,7686,7507498,1443,345019,0.9993624274598589,0.9812646370023419,996.7600124912171,26.02413667473391,976.775696070778,44.88927920895134,11.0,15.425667129415395,998.9,998.2414838809193,10.0,17.595744680851062,999.0,997.3153561517113
837,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,108266,108007999,106241,2000001,10827,10679985,1280,290146,0.9994642824155321,0.9891013207721437,997.6169711636155,18.473029390575064,986.4214463840399,26.798374434284657,10.0,10.849707094814493,999.0,998.9150292905186,9.0,10.14880694143167,999.1,998.9851193058569
841,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[0.0, 1000.0, -0.1]",180,1,[32],[5],0.0001,CNN subordinate only,2894,1045911,162316,2000888,290,14229,1213,257706,0.4305459571527298,0.13793103448275862,361.4067035245335,691.3918451969593,49.06551724137931,888.6413793103449,1000.0,853.3526405451448,-99.9999999999986,93.54037478705395,1000.0,798.0833333333334,-99.9999999999986,136.85833333333443
840,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,100544,100193999,107237,2000004,10055,9891240,1297,297596,0.9985081158497772,0.9866732968672303,996.5189270369192,19.89182845321451,983.7135753356539,29.596817503729486,10.0,10.843699848189113,999.0,998.9156300151811,9.0,10.028404163052905,999.1,998.9971595836948
839,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,87886,87540998,109343,2000012,8789,8574961,1549,350389,0.9983501354026807,0.9796336329502787,996.0744373392804,22.756889606990875,975.6469450449425,39.86676527477529,10.0,11.317353613544284,999.0,998.8682646386455,10.0,10.86263860601946,999.0,998.913736139398
845,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[0.0, 1000.0, -0.1]",180,1,[32],[5],0.0001,CNN subordinate only,2841,892992,147256,2000080,285,22683,1198,243163,0.38472368884195707,0.1649122807017544,314.32312565997887,704.0056318197818,79.58947368421053,853.2035087719298,1000.0,776.1255813953488,-99.9999999999986,173.55023255814055,1000.0,683.439393939394,-99.9999999999986,264.9893939393948
832,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[5, 3]",0.0001,CNN subordinate only,2707,839987,175370,2000128,271,-9966,1280,259669,0.38418913926856296,0.05904059040590406,310.30181012190616,738.8725526413003,-36.77490774907749,958.1881918819188,1000.0,904.4448462929475,-99.9999999999986,74.11247739602285,1000.0,985.9107142857143,-99.9999999999986,-80.7339285714272
836,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,106930,106611999,106417,2000007,10694,10545241,1195,277582,0.9988964743290003,0.9886852440620909,997.026082483868,18.703890395585898,986.0894894333271,25.956798204600712,10.0,10.723737828679278,999.0,998.9276262171321,9.0,10.242281303602057,999.1,998.7613636363636
834,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[0.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,99353,99041998,107537,2000011,9936,9801446,1170,275539,0.9988827715318108,0.989231078904992,996.8697271345607,20.13035338641007,986.4579307568438,27.731380837359097,10.0,10.767135381898836,999.0,998.9232864618102,9.0,10.01205597416577,999.1,998.9987944025835
858,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,58091,57708999,89004,2000002,5810,5606743,865,332561,0.9968669845587096,0.9707401032702238,993.4240932330309,34.42877554182231,965.0160068846816,57.239414802065404,11.0,13.019476630647052,998.9,998.6980523369353,10.0,12.92660072878709,999.0,998.1867777199375
861,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,51243,50853999,86282,2000001,5125,4906428,820,345718,0.9963116913529653,0.9640975609756097,992.4086997248405,39.029740647503075,957.3518048780488,67.45717073170732,12.0,15.503643297882236,998.8,998.1705745558276,11.0,15.864228146311222,998.9,997.4836329820212
856,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,71781,71470999,99402,2000004,7179,7011239,831,297601,0.9984675610537608,0.980777267028834,995.6812944929717,27.86258202031178,976.6317035798858,41.454380832985095,11.0,12.35489609844086,998.9,998.7398013392306,10.0,11.794713438735178,999.0,998.573493083004
859,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,53217,52768998,86543,2000015,5322,5136918,748,310813,0.9953398350151268,0.9710635099586622,991.5815998647049,37.58225754927937,965.2232243517475,58.40154077414506,11.0,13.702282754651831,998.9,998.547559672248,10.0,15.150410958904109,999.0,997.6630410958904
860,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,61447,61080999,135807,2000002,6145,5949768,1303,322312,0.9972984848731427,0.9734743694060212,994.0436310967175,32.54840757075203,968.2291293734744,52.451098454027665,11.0,12.86861107542079,998.9,998.6103507644866,10.0,12.207348406988695,999.0,998.2653905447072
857,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,68219,67871999,83978,2000002,6822,6657239,715,297606,0.9978451750978466,0.9802110817941952,994.913425878421,29.3173749248743,975.8485781295808,43.624450307827615,11.0,12.206010155258275,998.9,998.7549873059271,10.0,11.285330729802295,999.0,998.8714669270198
855,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[0.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,57365,56990999,134340,2000008,5737,5522785,1397,342145,0.9969667915976641,0.9686247167509151,993.4803277259653,34.86460385252332,962.6607983266516,59.638312706989716,11.0,12.898643070890516,998.9,998.7101356929111,10.0,11.873097755996906,999.0,998.8126902244003
903,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,244520,96860199,96759,2000003,24453,10266791,982,195087,0.40862097169965644,0.43238048501206394,396.1238303615246,8.17930230655979,419.85813601603076,7.978039504355293,8.0,8.018265499214214,-0.5,425.6005596715738,7.0,7.811447811447811,-0.5,458.25364758698095
896,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,249831,108085499,64569,2000002,24984,11346308,978,194915,0.4424030644715828,0.465537944284342,432.6344568928596,8.005419663692656,454.1429715017611,7.8015930195325005,8.0,7.978665347545797,-0.5,437.65716633688646,7.0,7.772016592214422,-0.5,447.1487715379706
902,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,245212,97719099,91900,2000006,24522,10415495,973,195041,0.4101022788444285,0.4357719598727673,398.50863334583954,8.156232158295678,424.74084495555013,7.9537150314003755,8.0,8.042915969630679,-0.5,424.16032042208207,7.0,7.792698616918623,-0.5,453.91677388227725
879,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215329,56468899,102574,2000003,21533,7439185,1024,181143,0.27499779407325536,0.3604699763154228,262.24474641130547,9.288126541246186,345.47833557795013,8.412343844331955,8.0,8.084090541632984,-0.5,410.32012772837516,8.0,7.9610410604591015,-0.5,429.41728095699966
897,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,245733,98951000,99556,2000000,24574,10373682,1095,195179,0.414209731700667,0.4334255717424921,402.6768891439082,8.138915001241184,422.1405550581916,7.942500203467079,8.0,8.001056135185303,-0.5,427.9859790053127,7.0,7.84224,-0.5,440.975776
868,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,215563,59763699,82688,2000005,21557,8296726,1197,179740,0.2883704531853797,0.3964373521361971,277.2446987655581,9.278053283726798,384.87386927680103,8.33789488333256,8.0,8.176510989010989,-0.5,426.3180108581895,8.0,8.083878351863964,-0.5,452.9849411379987
884,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,247077,105186499,60216,2000002,24708,11175325,908,195741,0.43640646438154906,0.46308887809616317,425.72355581458413,8.094650655463681,452.2958151206087,7.922170956775133,8.0,8.098100189495165,-0.5,434.899501158026,7.0,7.933603238866397,-0.5,460.1944939271255
888,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,248149,105469100,96075,2000000,24815,11151850,1478,194491,0.4349201487815788,0.4583518033447512,425.0232723081697,8.059673825000303,449.399556719726,7.837638525085634,8.0,8.01685132036749,-0.5,430.52798184995754,7.0,7.744428411095078,-0.5,453.418278018278
895,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,249975,107981599,59329,2000001,24998,11403579,904,195207,0.4417721772177218,0.46527722217777423,431.96959295929594,8.000804080408042,456.1796543723498,7.80890471237699,8.0,7.973130710720607,-0.5,436.88826043277896,7.0,7.793207908163265,-0.5,460.5567761479591
886,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,244222,101406599,97515,2000006,24423,10826676,1505,195232,0.42587481881239203,0.45334316013593745,415.22303068519625,8.189294985709724,443.2983662940671,7.993776358350735,8.0,8.118083517339914,-0.5,429.31710449409013,7.0,7.937175324675325,-0.5,455.26147727272723
898,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,245143,97169699,88379,2000000,24515,10166020,923,194794,0.4083779671457068,0.42569855190699574,396.37966003516317,8.158503404135546,414.6857026310422,7.945910666938609,8.0,8.051383208270265,-0.5,415.3682538404561,7.0,7.791498953469651,-0.5,434.7384801159234
863,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,213282,58196200,96544,2000000,21329,8115516,1381,178839,0.2838683058110858,0.3904074265085095,272.86034452040025,9.377256402321809,380.49209995780393,8.384781283698251,8.0,8.238552668435188,-0.5,424.23587352325717,7.0,7.97495881383855,-0.5,451.50892915980234
887,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,245571,104509599,59317,2000005,24558,11290781,914,195190,0.4357965720708064,0.46958221353530416,425.5779346909855,8.144304498495343,459.75979314276407,7.948122811303852,8.0,8.163197335553706,-0.5,430.15133793733975,7.0,7.990205680705191,-0.5,462.9946457721189
862,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,216119,60463599,97578,2000005,21612,8369881,1363,178181,0.28978016740777074,0.39607625393300017,279.7699369328935,9.25418403749786,387.2793355543217,8.244540070331297,8.0,8.074706889312361,-0.5,433.49536190691515,7.0,7.872113676731794,-0.5,450.1574035201033
873,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218437,63822399,58659,2000008,21844,9184133,814,173666,0.30333688889702753,0.42830983336385275,292.17760269551405,9.155994634608605,420.4419062442776,7.9502838308002195,8.0,7.991225686841727,-0.5,438.64053604820276,7.0,7.790987535953979,-0.5,449.2049217002238
901,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,245506,99109399,134033,2000006,24551,10347488,1486,195116,0.41564768274502456,0.4324874750519327,403.69440665401254,8.146464852182838,421.4691051281007,7.947374852348173,8.0,8.000656041986687,-0.5,429.3442636328725,7.0,7.75232,-0.5,450.952768
891,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,249755,107815899,64127,2000004,24976,11447213,976,194863,0.44169285900182176,0.4676889814221653,431.6866489159376,8.007863706432303,458.3285153747598,7.802009929532351,8.0,7.971001785486545,-0.5,437.9399869276878,7.0,7.767771756455212,-0.5,467.47314313037936
869,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218663,63506499,63979,2000003,21867,8993629,883,175706,0.3013952977870056,0.4239721955457996,290.43093253088085,9.146508554259293,411.2877395161659,8.035212877852471,8.0,7.989087016265619,-0.5,435.84666698622704,7.0,7.73961661341853,-0.4,470.3921725239617
885,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,246377,105138199,64798,2000010,24638,11044214,972,194857,0.4366803719503038,0.45754525529669615,426.73706961282915,8.117681439420076,448.25935546716454,7.908799415536976,8.0,8.083059861944099,-0.5,431.0851937470699,7.0,7.826733473411993,-0.5,457.5816389203167
870,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218891,63133499,111097,2000002,21890,9047693,1691,175062,0.299687972552549,0.42549109182275013,288.4243710339849,9.136976851492296,413.32539972590223,7.997350388305162,8.0,8.006581370398244,-0.5,433.9060625470383,7.0,7.806596221581812,-0.4,464.028818443804
880,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215561,56741899,88111,2000001,21557,7711777,841,180225,0.2765296134272897,0.37096998654729324,263.22896535087517,9.278120810350666,357.73887832258663,8.360393375701628,8.0,8.075521674526778,-0.5,413.5635312358679,7.0,7.844017439044082,-0.5,436.09594703697724
881,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215762,56571999,133193,2000006,21577,7628746,1369,180533,0.27477961828310826,0.36608425638411274,262.1963042611767,9.269500653497836,353.5591602168976,8.36691847800899,8.0,8.06240224454585,-0.5,410.70350710289114,7.0,7.830082218281476,-0.5,430.991939384169
866,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,215124,59656499,81809,2000004,21513,8249680,1161,180200,0.2882151689258288,0.39724817552177755,277.3121502017441,9.296982205611647,383.47417840375584,8.37633059080556,8.0,8.118446475831723,-0.5,428.16410885060645,7.0,7.955519480519481,-0.5,452.9219805194805
883,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,247352,105039999,97046,2000001,24736,11191346,1482,193540,0.4343769203402439,0.46066461836998707,424.6579732526925,8.08564717487629,452.4315168175938,7.824223803363519,8.0,8.060810266165825,-0.5,429.83281368392204,7.0,7.799484203739523,-0.5,457.1020631850419
871,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218659,63800099,58856,2000003,21866,9132505,829,175943,0.3028139706117745,0.4276959663404372,291.7789754823721,9.146675874306569,417.65777920058537,8.046419098143236,8.0,8.010654148709486,-0.5,437.2302401589311,7.0,7.819929509772509,-0.5,465.91137455943607
875,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218798,63582499,94578,2000010,21880,8825643,1354,177567,0.30200915913308163,0.41681901279707495,290.59908682894724,9.140897083154325,403.36576782449725,8.115493601462523,8.0,8.00051202457718,-0.5,436.6945485383299,7.0,7.77216,-0.4,466.198784
890,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,249996,109250099,109934,2000008,25000,11530495,1845,195043,0.4468871501944031,0.47044,437.0073881182099,8.00016000256004,461.2198,7.80172,8.0,7.97518143392615,-0.5,442.1979360395566,7.0,7.740829346092504,-0.5,459.3535087719298
892,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,249735,108505099,112340,2000000,24974,11393529,1907,194701,0.44458726249824815,0.46572435332746054,434.4809458025507,8.008488998338239,456.21562424921916,7.79614799391367,8.0,7.969906116008097,-0.5,440.3111274048806,7.0,7.738804780876494,-0.5,463.0826932270917
872,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,218751,63750699,111668,2000002,21876,8891782,1715,176171,0.30259061672860926,0.41913512525141705,291.4304346037275,9.14282448994519,406.4628816968367,8.053163283964162,8.0,7.992008055879674,-0.5,441.57728369803243,7.0,7.773410035155002,-0.5,454.92735698306166
878,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,216094,57138300,139078,2000000,21610,7751550,1519,180498,0.2779160920710432,0.3719574271170754,264.4140975686507,9.255231519616464,358.701989819528,8.352521980564553,8.0,8.08021978021978,-0.5,416.37038784744675,7.0,7.892228146711909,-0.5,446.6659395702051
882,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215914,55846999,139198,2000003,21592,7477789,1547,182106,0.2712607797549024,0.361754353464246,258.6539038691331,9.262961178987931,346.32220266765466,8.433957021118934,8.0,8.089092732802692,-0.5,402.2147754481331,7.0,7.8777094791329665,-0.5,425.5143966353931
874,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,219527,63646199,111910,2000008,21953,9275715,1700,173847,0.3011930195374601,0.4305561882202888,289.92424166503434,9.110533100711985,422.5260784403043,7.919054343369926,8.0,7.9734168939067755,-0.5,434.77809405348523,7.0,7.712213010204081,-0.4,464.2000797193878
867,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,216183,60526399,110132,2000003,21619,8193309,1672,179902,0.2905131300796085,0.39025856885147325,279.9776069348654,9.251435126721342,378.9864933623202,8.321476479023081,8.0,8.09554263879669,-0.5,426.4640561501222,7.0,7.9232637202525495,-0.5,444.89328152824993
893,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,250261,109274299,112633,2000001,25027,11544747,1921,195521,0.4464818729246666,0.47005234346905345,436.64134243849423,7.991660706222704,461.29168498022136,7.812402605186398,8.0,7.966619929256557,-0.5,437.7696679519454,7.0,7.79021981522778,-0.5,462.45767760433256
865,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,215451,58985599,59545,2000002,21546,8170031,847,180687,0.2841574186241883,0.3913487422259352,273.77732755939866,9.282862460605893,379.1901513041864,8.386104149262044,8.0,8.159434716623966,-0.5,419.6967933549829,7.0,8.011094795235765,-0.5,452.99233153858705
877,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215769,56434999,134459,2000006,21577,7440273,1403,182264,0.27421918811321366,0.36293275246790563,261.5528597713295,9.269199931408126,344.82425731102563,8.447142790934791,8.0,8.089779474816769,-0.5,410.20271975666185,7.0,7.869438602167934,-0.5,429.9847759262255
900,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,244987,98199099,139112,2000004,24499,10459415,1668,193845,0.41298517880540603,0.4375688803624638,400.833917718083,8.16371480935723,426.9323237683171,7.912363769949794,8.0,8.040071395262828,-0.5,427.2926015854894,7.0,7.763344051446945,-0.5,455.976077170418
899,100000,1,0.001,adam,avg,1000,relu,32,2000000,0.1,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,245553,99605899,139519,2000005,24556,10438739,1659,194606,0.4182233570756619,0.43822283759569963,405.6391043888692,8.144901508024745,425.09932399413583,7.924987783026552,8.0,8.008633116571099,-0.5,429.52876477560307,7.0,7.795036028823058,-0.5,450.6056044835869
894,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,250114,109084399,109575,2000006,25012,11487020,1839,194798,0.44623251797180485,0.4686550455781225,436.13871674516423,7.996377651790783,459.2603550295858,7.788181672797057,8.0,7.984573864997365,-0.5,440.17501796521935,7.0,7.816701261376338,-0.5,462.9577518760978
864,100000,1,0.001,adam,max,1000,tanh,32,2000000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN Curriculum,214311,59019299,109545,2000001,21432,8211764,1671,178351,0.28618223049680136,0.39380365808137363,275.3908992072269,9.332236796058066,383.1543486375513,8.321715192235908,8.0,8.242404760727297,-0.5,424.7860986103555,7.0,7.968852999340804,-0.5,457.7397000659196
889,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.1,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,2,"[32, 8]","[3, 3]",0.001,CNN subordinate only,246341,104305399,110940,2000004,24635,10952033,1853,195660,0.43336269642487446,0.4554089709762533,423.41875286696086,8.118843391883608,444.57207225492186,7.942358433123605,8.0,8.063312368972746,-0.5,429.1323883244637,7.0,7.923573040954531,-0.5,452.0131892937762
876,100000,1,0.001,adam,avg,1000,relu,32,2000000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,2,"[32, 16]","[3, 3]",0.001,CNN subordinate only,215938,57291399,139283,2000005,21594,7649507,1532,181928,0.2780751882484787,0.37352968417152915,265.31411331030205,9.261940927488446,354.2422432157081,8.42493285171807,8.0,8.065783742801374,-0.5,411.98398799825776,7.0,7.846774193548387,-0.5,437.0701612903226
